subject_id,gesture_id,gesture_name,rep_num,MAV_ch1,WAMP_ch1,VAR_ch1,WL_ch1,MDF_ch1,MNF_ch1,MAV_ch2,WAMP_ch2,VAR_ch2,WL_ch2,MDF_ch2,MNF_ch2,MAV_ch3,WAMP_ch3,VAR_ch3,WL_ch3,MDF_ch3,MNF_ch3,MAV_ch4,WAMP_ch4,VAR_ch4,WL_ch4,MDF_ch4,MNF_ch4
1,2,index_flexion,7,0.005126880617092887,1402,7.243255939688048e-05,22.23120622781689,226.5625,217.63607068302096,0.001164232511139088,31,2.4272543882453636e-06,6.3579403815175795,289.0625,287.2629847875578,0.0013660512686163328,89,3.7136879718172112e-06,7.676909862451527,296.875,284.35218746435834,0.0013050179176111738,78,3.480788151318884e-06,6.88810727210768,273.4375,264.26332185477605
1,2,index_flexion,8,0.004557021353587607,1099,7.45827768998895e-05,20.66827194866427,234.375,227.27540476018623,0.0012731090271252575,82,3.1941355781228542e-06,6.937529359177143,281.25,281.0564926005078,0.0013834203011504856,107,3.952701834698571e-06,7.651184020124134,281.25,274.26637660954367,0.0015326395570777745,184,5.602743353787074e-06,7.92131398674864,257.8125,251.8751908912998
1,2,index_flexion,9,0.004659414149763428,991,9.670923397351554e-05,20.724345360869442,210.9375,210.38807608290156,0.0012932741052538426,134,4.241565317339253e-06,7.000821129988525,281.25,275.0598880136879,0.0015047316656546202,180,5.477694088159505e-06,8.236047902807954,265.625,268.54778108974364,0.0013278041848449678,141,4.013691907940153e-06,7.0867591770159715,273.4375,266.62100140857615
1,2,index_flexion,10,0.004869049923795185,1142,9.109470933675388e-05,21.719748817435736,218.75,216.21743324867023,0.0014667060046234402,216,5.917128630313321e-06,7.936431631764751,281.25,282.22593928255964,0.0015662970102605295,224,6.713262473364703e-06,8.646385574972436,281.25,276.17437739097943,0.0015431108000211076,204,5.807841655975007e-06,7.941179068706862,281.25,268.2488293547521
1,3,middle_flexion,1,0.007776356500818657,2316,0.00013853436982668737,34.64506610219577,234.375,230.80341854824795,0.001716090534995694,270,8.013971624400922e-06,8.838036517640257,265.625,253.23750569033007,0.0037714679328878647,823,7.577837609374121e-05,17.85047494783577,234.375,232.23438306057838,0.0014048186729204838,70,4.067108724065089e-06,7.1712134030296735,250.0,252.31274562702845
1,3,middle_flexion,2,0.008727338926343522,2628,0.00016827605645409202,39.471211559748895,242.1875,238.6337089152449,0.0016457097510773598,241,6.453907877682679e-06,8.535168888890025,273.4375,260.27993499931097,0.003802117447425097,905,6.777828604640259e-05,17.86359018276617,226.5625,226.02674688456128,0.0014469911251914608,60,4.119610149028217e-06,7.26479375059189,250.0,240.96972263019236
1,3,middle_flexion,3,0.007556607242071811,2226,0.00013259543262163345,34.11663416330904,250.0,238.03546189026412,0.0013492460692557779,97,4.048067552446277e-06,7.157025360568769,265.625,264.5328241358659,0.0025640662082381986,552,2.695433391930535e-05,12.389934101343805,226.5625,225.57835570126718,0.0012666416247111947,36,2.9957672961543067e-06,6.581593022240081,257.8125,257.58323861879313
1,3,middle_flexion,4,0.0064487557729821215,1774,0.00012366140967563622,28.49601886649286,226.5625,223.91878799185358,0.0014133564379322733,125,4.4613711986190075e-06,7.358620232314832,265.625,255.13416607306078,0.0031281116551260054,657,4.30143839215737e-05,15.138106439927043,242.1875,237.629444770453,0.001393674514205691,45,4.0525517490644975e-06,7.050492325157755,257.8125,251.71168395195502
1,3,middle_flexion,5,0.00450137449049567,1146,8.710317070538565e-05,21.490732586580425,242.1875,241.55689292812096,0.0014405475620867655,153,5.071850531957712e-06,7.3811892190109365,250.0,251.10649508588494,0.0029631969929166772,564,4.805786348160235e-05,14.093499052393021,218.75,222.68789062783495,0.001379380987747606,97,4.218672931496497e-06,7.229135770841433,257.8125,259.47674134959436
1,3,middle_flexion,6,0.004545951389953978,1111,8.080346544969153e-05,21.24246481027972,250.0,240.1971723051926,0.0013625398700368443,130,4.526285841140071e-06,7.057906331954163,250.0,252.6012879140279,0.0022834691364328587,400,2.4108085489277987e-05,11.179431655201142,218.75,224.41500450981343,0.0013966593586361565,154,4.946261764057444e-06,7.164358879584817,257.8125,249.9492602782531
1,3,middle_flexion,7,0.007324032267794332,2029,0.00013254218434165772,32.377621407373255,234.375,227.56502454309572,0.001446783763736986,122,4.832998551416622e-06,7.426479856352223,250.0,248.1231163627253,0.0024318460627240977,505,2.204727431032033e-05,11.73247171823974,218.75,229.29162393863774,0.0013658384267385367,90,3.922602869105779e-06,6.98143778694341,265.625,256.91475018503905
1,3,middle_flexion,8,0.007364453626906664,2167,0.00012715110003221332,32.3298735182156,226.5625,226.31214390226563,0.0013886790131799375,128,4.4352138945320435e-06,7.254704626369346,265.625,259.0081253134974,0.0026706875033399957,568,3.625658475370941e-05,13.18876552139913,242.1875,232.40116430668473,0.0014567338014983763,103,4.467671879032011e-06,7.46987270814085,250.0,251.71398749552313
1,3,middle_flexion,9,0.008070661129947237,2482,0.00013745373684439686,35.71015743893214,234.375,232.0493716571972,0.001297450812743789,109,4.011518206298794e-06,6.813826247394871,257.8125,256.87575077124757,0.002550218916417764,567,2.574752233055089e-05,12.586490285734522,250.0,236.89626573728557,0.0013342387001125057,52,3.3540504419004434e-06,7.031277086014411,250.0,259.84245703779425
1,4,ring_flexion,1,0.011392841025774807,3083,0.0002764901056242198,47.11857672776944,226.5625,216.8360305264365,0.001622801001554339,219,1.2097691604635076e-05,8.25563807522985,242.1875,240.09728523785142,0.003419047213672176,606,7.799592328564194e-05,16.918162361411994,257.8125,243.4706616746963,0.0013567906749671953,96,3.897591575772808e-06,6.928277429963962,250.0,246.61722369811747
1,4,ring_flexion,2,0.009370400631976614,2685,0.00017775297285073014,38.14829028059047,195.3125,208.13471758716003,0.00180985180419883,279,1.7344349421125686e-05,8.9364697501593,234.375,224.5677490575502,0.00422346030559063,1015,8.427186029390204e-05,20.8714644641857,257.8125,246.99225531064326,0.001373686975397558,62,3.6208293176416673e-06,7.031240081226518,257.8125,250.43039057497208
1,4,ring_flexion,3,0.010645148868288188,3019,0.000243478491228243,44.97729581836177,218.75,218.63512045320323,0.0016044322650010114,160,8.654024025402448e-06,7.849480757449293,234.375,227.8415142578089,0.0034819160818659258,784,5.952028141920965e-05,17.037313890856822,250.0,245.45483050110005,0.0013660537604729217,52,3.4546540340632273e-06,7.01226283673366,265.625,257.96204166149784
1,4,ring_flexion,4,0.009870418888042036,2902,0.0002019210463646972,42.156056079299134,218.75,219.94672467986464,0.0015783118326012028,209,7.719941516711513e-06,8.141987832665839,250.0,251.9085497183361,0.002600209709188869,534,3.015549426143385e-05,13.000583546946702,242.1875,235.3314830602057,0.0012611022262856118,33,2.8439764011858234e-06,6.600271744834476,265.625,265.01905949791995
1,4,ring_flexion,5,0.010199668103086442,3022,0.0002075851164277067,42.943542977202426,210.9375,211.4382866684215,0.002117903239041815,308,1.982574965727468e-05,10.018847944865025,218.75,221.63466466744902,0.003077487855457767,664,4.661473457354183e-05,14.70940450341178,234.375,231.2056189267067,0.0013422185856074317,45,3.3324717693433383e-06,6.8053609793733765,257.8125,253.5118233000104
1,4,ring_flexion,6,0.00916167295473258,2701,0.0001768989738406973,39.45583989308016,226.5625,226.38965718265268,0.0014253857064890755,126,4.729694345516384e-06,7.331406806395876,257.8125,253.13096719212533,0.002727187253074044,581,3.6721142272440915e-05,13.737204469204919,257.8125,248.70398449129985,0.0012634794575365068,20,2.8008249610510453e-06,6.556101306373371,265.625,258.86442884598523
1,4,ring_flexion,7,0.008495216184428138,2459,0.00016537839400972897,35.65840241443754,210.9375,211.06440872246728,0.0020563736433358913,343,2.3999029989517365e-05,10.035608679509085,226.5625,223.14791709803734,0.002539217576270238,497,2.6388734222415504e-05,12.366655077386085,242.1875,240.22407254674135,0.0013277698997648764,37,3.1204837260395366e-06,6.827113101246006,265.625,257.8787396236747
1,4,ring_flexion,8,0.0095804212491362,2753,0.00019103369566522607,39.72359225347289,187.5,208.60557788043386,0.0015029450023034026,109,4.801369704675321e-06,7.688725367718993,257.8125,256.0228539470365,0.002885729872920965,733,2.700681605385917e-05,14.338773024016142,250.0,240.54784243654876,0.001396329886049076,68,3.894477414747223e-06,7.1288542600130205,250.0,249.70415904799535
1,5,little_flexion,1,0.006746935636647268,1495,0.00018959591453662832,30.090749070215406,218.75,220.27055981264573,0.0015852817865707816,163,7.611367441072323e-06,7.891029688388156,218.75,226.42468333193372,0.002174378235213471,382,1.6111793115886153e-05,10.686917187363317,210.9375,217.59891690385172,0.002259670033054501,452,1.7383626314134825e-05,11.193077346054665,250.0,241.12197211682724
1,5,little_flexion,2,0.007346262741161924,1849,0.0001698307420863618,32.36488947961846,226.5625,223.49340284345564,0.0013513703345758936,65,3.6227782810636123e-06,6.9656256172240205,257.8125,248.2560385918459,0.0020913796990286696,404,1.5062175970337174e-05,10.566438515095193,226.5625,226.74907446929348,0.002362535548517385,468,2.0298555306643456e-05,11.351442336737874,234.375,229.86905906538453
1,5,little_flexion,3,0.009028526600350346,2471,0.00018937177146823727,38.30462130228563,226.5625,218.71454021001912,0.0017372831698885692,188,7.865456320557417e-06,8.42326397107211,242.1875,229.93834558755668,0.002526233898200389,511,2.2154047483310644e-05,12.077486892945837,226.5625,221.40561659866208,0.0029174266831542787,655,3.588687154716854e-05,14.285736288379049,265.625,250.65392960196687
1,5,little_flexion,4,0.01103466462666849,2969,0.0002823774808807241,46.46801339219,226.5625,221.78410125683305,0.0013446742143975712,63,4.413823953571856e-06,6.805297559314209,250.0,239.64416560438713,0.0018757337947861547,288,1.0786859028988757e-05,9.342696662020455,218.75,219.10740480661838,0.0020896136774769653,408,1.5266199978887212e-05,10.08004363269876,234.375,231.32814952009036
1,5,little_flexion,5,0.010223248562601017,2964,0.00022363346281708055,44.020794069386724,226.5625,220.26062291531636,0.0014429345144341377,74,4.301375321221737e-06,7.329514661928889,242.1875,242.2582244055797,0.0021190544078804096,356,1.4604601359614563e-05,10.24254208886008,218.75,219.19534052388445,0.0023095542212226575,493,1.8500870295235383e-05,11.241667980267009,250.0,242.7662162672275
1,5,little_flexion,6,0.006099414312642802,1360,0.00016665663276422039,27.241701923280836,226.5625,222.15532940792642,0.0013964194055652536,106,4.3482205877182835e-06,7.199922815750722,257.8125,251.27051064384997,0.0023753781236297896,464,2.0075483155637833e-05,11.937331516988024,234.375,229.83624195038905,0.002656762414546916,598,2.9462721240511223e-05,12.912050289148794,250.0,240.7782312868624
1,5,little_flexion,7,0.003988360144125065,887,7.650614700687793e-05,18.626977172689077,234.375,226.92929010826896,0.0014049441106148153,81,4.2963147295143085e-06,7.146209186986444,250.0,237.69159606850906,0.0020117192447726634,310,1.4572035064818608e-05,9.914671784451997,164.0625,203.64465911216297,0.002225882806445916,438,2.00451515388069e-05,10.653261959693674,234.375,225.23230918094606
1,5,little_flexion,8,0.00581170755927176,1122,0.0001827898234318686,27.46289597842773,265.625,247.94731417928054,0.0015084303469368135,98,5.3369535465589415e-06,7.579594657127828,250.0,247.1247176446876,0.002128418999915971,336,1.3355342351061932e-05,10.369868383867654,218.75,215.7976888021732,0.0024796134895770515,545,2.1710000886873048e-05,11.93929046994766,250.0,239.79905707608359
2,1,thumb_flexion,1,0.012879130425321222,3558,0.00035511913818470574,56.48297893082009,226.5625,225.87807855952326,0.001714508369933708,239,1.1985414783405439e-05,8.820201525372795,242.1875,238.70777321513242,0.001381161162226144,131,5.827804503443535e-06,6.790387319435387,226.5625,231.07958554035608,0.001429631095692096,147,5.83273409043865e-06,7.032481470680024,234.375,233.8570758816269
2,1,thumb_flexion,2,0.012060181049233148,3483,0.00028094741303652754,53.58014318439798,226.5625,231.77248244174737,0.0015890815263433866,229,7.666690435000304e-06,8.21564518621359,234.375,241.52970024855392,0.0015456925233595104,220,9.522461105877059e-06,7.5725517600627805,242.1875,231.6620571027637,0.0015976615185817333,177,8.620964431348976e-06,7.791962834032499,257.8125,240.30040883863504
2,1,thumb_flexion,3,0.010629636955515427,3104,0.00024184712920173907,46.73812950328944,218.75,227.8586498068299,0.001540741951800778,183,8.87922158409196e-06,8.002167964508482,234.375,237.6523984563679,0.0013092151362289661,187,7.550098286560162e-06,6.479673518959395,234.375,231.4199720476393,0.0014652640279142926,158,6.34491854841529e-06,7.408991344904784,242.1875,240.47990711126735
2,1,thumb_flexion,4,0.010258643465651062,3055,0.00021834040274238951,45.949209190027155,226.5625,229.98159330949437,0.001658328341399058,213,1.224146960143258e-05,8.472923523288781,234.375,233.32499866762402,0.0013370656727888612,163,8.86544252220042e-06,6.722562733686324,234.375,244.37004473250718,0.0015063857011369487,147,8.376783566742595e-06,7.806459838642045,257.8125,257.7784903567862
2,1,thumb_flexion,5,0.00995910297541451,2914,0.0002139191912440026,44.73239393292438,226.5625,231.01931450671037,0.0015666462936874334,195,9.006449349613504e-06,8.235570987451215,242.1875,245.58282647100316,0.0014476655580147378,165,8.376067174049088e-06,7.182702614681754,242.1875,235.27482678041363,0.001494166108809184,143,7.066452978229922e-06,7.394421407598381,234.375,232.92335421027238
2,1,thumb_flexion,6,0.011147121181501499,3252,0.000255657327750552,49.87346442602599,234.375,234.1901973479689,0.0016040203693131418,191,6.710168003949473e-06,8.196555418275576,234.375,235.79615468157826,0.0017387106600538587,264,1.1625913268605693e-05,8.209979941270154,210.9375,218.41993862971472,0.0017667488941256711,218,9.790416276202053e-06,8.626381597252333,234.375,235.32301313362262
2,1,thumb_flexion,7,0.010958184733221491,3349,0.00024143438514306483,49.452638873325995,226.5625,229.797667215802,0.0019240791692435625,282,1.2026965414202997e-05,9.368934298005078,226.5625,230.17548934436772,0.001994288070581191,342,1.3892470773936222e-05,9.27376758083679,226.5625,222.38142335710032,0.001973228526051952,290,1.048914507990378e-05,9.371873617133307,226.5625,234.63235036645307
2,1,thumb_flexion,8,0.01215017069146902,3511,0.00030537681247153726,56.63687130872658,250.0,245.74685139078625,0.002282435564241873,430,1.7504341970555853e-05,11.060020197191806,234.375,229.58476685260126,0.002363432197431856,449,1.8524268380728314e-05,10.73877826740958,210.9375,214.12772836375748,0.0020482541069801637,285,1.0774752353372888e-05,9.808931038461683,226.5625,231.54248418032645
2,1,thumb_flexion,9,0.010154056828918281,2978,0.00022239286403999704,44.8873051775968,226.5625,231.54271347139763,0.0018317385109136988,261,1.7904946649642525e-05,9.27886889292546,218.75,227.4313790336592,0.001627158811350904,234,1.2592900714336216e-05,7.949512499602681,226.5625,223.6473401225838,0.001745155940194337,240,1.0745127810677648e-05,8.682682840712303,226.5625,239.73067325616316
2,1,thumb_flexion,10,0.01051159817140503,3123,0.00022373914401964845,46.750397220744674,226.5625,228.50109867628342,0.0018678644909028688,302,1.1640398007295409e-05,9.269618279475782,234.375,232.47715364369347,0.001960531670940328,297,1.581963652180262e-05,9.032966256927503,210.9375,209.3236816425642,0.0018851782006284656,259,1.0844145437593946e-05,9.257553253028869,250.0,242.63536590282325
2,1,thumb_flexion,11,0.009924724164143393,2914,0.0002114023394837797,44.46787084115798,234.375,232.62399022709903,0.0018207751671398954,309,1.2225263083683562e-05,9.215129289419195,226.5625,228.27240618919657,0.002010383381253204,383,1.8453392273750237e-05,9.46869585950289,226.5625,222.80581094472473,0.0021485910398276963,358,1.4940308377693206e-05,10.259479880928206,234.375,234.5962696519624
2,2,index_flexion,1,0.00966280465227786,2781,0.00021044328488934225,41.95284658510391,210.9375,216.56242584760744,0.001430636325181388,129,4.600820131171141e-06,7.958149629873212,281.25,273.4566945939977,0.0015480437708463913,205,7.52833901968225e-06,8.001906375068415,250.0,247.89396682931618,0.0011399975002779677,133,4.254926994068557e-06,5.659125069505349,250.0,244.05685786927572
2,2,index_flexion,2,0.009349515332483892,2652,0.00020051034111900884,40.69873494212003,218.75,221.73509797561385,0.0015494860393431508,165,5.712842867438312e-06,8.460129191114317,281.25,273.4092268822537,0.0016312844886312993,231,7.405748254956814e-06,8.364385979212,257.8125,255.62163587924866,0.0014007861967777649,176,5.589007997393477e-06,6.981749059180594,265.625,252.16063338681386
2,2,index_flexion,3,0.010772529940671646,3147,0.00024350026036346645,48.28570728945702,226.5625,232.1163557322582,0.0014096090572443707,132,4.293628974470131e-06,7.859133764717966,289.0625,288.4279244100893,0.001447203877209339,148,5.131962878101049e-06,7.5681061338594535,265.625,259.8581300273235,0.0013840912170923407,147,4.693409286902755e-06,7.063354368774137,265.625,257.91985398208294
2,2,index_flexion,4,0.011367123656095558,3161,0.0002910147952214127,49.63148678662297,210.9375,221.01674629215708,0.0014616414450719878,137,4.762249588524799e-06,8.22032519324874,289.0625,285.37663504868476,0.0015437207519992838,179,5.684325179201691e-06,8.088314755173982,265.625,259.30953643107,0.001405935987061616,196,5.927411394752953e-06,7.0845888902789556,273.4375,258.0207189413036
2,2,index_flexion,5,0.010858339227034258,3087,0.0002580126455697211,46.72977206567233,195.3125,216.14185521801954,0.0013126259849177788,72,3.2514385564820172e-06,7.37611405035859,296.875,289.9511829207715,0.0015276638277140668,166,6.1414014016338946e-06,7.760069283785965,242.1875,240.48053314612486,0.0014625993864728385,189,5.816105519475195e-06,7.226156614130133,250.0,246.3048633835657
2,2,index_flexion,6,0.010106322017916742,2974,0.00022759905011548613,44.26862314949727,226.5625,223.5488054991871,0.001379679173489085,92,3.7098632668571505e-06,7.701122271197524,273.4375,281.0866291865106,0.0014832760313080449,169,5.200419977259884e-06,7.679001596232035,250.0,253.8899342882718,0.0013770034458165318,166,5.089304711305157e-06,6.88929970021586,257.8125,248.64337487017994
2,3,middle_flexion,1,0.009485835314552283,2898,0.0001815466694374858,41.12355136880653,218.75,221.29692499697674,0.0013698315355502068,88,4.187957627043968e-06,7.187227587502337,265.625,257.88865344357254,0.0019031301894798652,272,1.3668845634011735e-05,9.09911830547912,195.3125,214.65122049485257,0.0013588221703903726,97,4.6224928847048816e-06,6.7949339804527735,242.1875,237.64876672970686
2,3,middle_flexion,2,0.008717198284818593,2774,0.00015098517525395525,37.396794414218405,218.75,217.31444538789134,0.0011017417216548115,21,2.412692689199745e-06,5.966223857747673,289.0625,280.9149869652476,0.001473963655180726,168,8.673093434521918e-06,7.433575728408908,257.8125,250.72112488484026,0.0010200858997250208,29,2.4502111116867917e-06,5.276876706522749,265.625,258.8183321690876
2,3,middle_flexion,3,0.009419727878574596,3017,0.00017364008175699494,41.08688234809709,218.75,218.95339629943672,0.0011913501715839826,29,3.0060949282471394e-06,6.310027906905295,257.8125,258.3889822857803,0.0017844899753166547,283,9.580901077492552e-06,8.77177439597789,234.375,229.17621530002063,0.0013477877341196915,103,4.332583699560478e-06,6.680092854527043,250.0,245.59417625639836
2,3,middle_flexion,4,0.009679603526692393,2892,0.00021569778030470601,42.407555825754244,226.5625,223.32265817960885,0.001229359474103316,12,2.56210710821505e-06,6.766670219457106,289.0625,283.4030588043878,0.001697240088753264,254,8.508358558821547e-06,8.460155290356894,234.375,237.6451768227748,0.001191234259382764,18,2.514483208377154e-06,6.402779793852469,289.0625,280.65997319254996
2,3,middle_flexion,5,0.009722652683154049,2904,0.0001898594760979661,42.061712671468996,218.75,222.98892873586172,0.0013516732218590672,29,3.2233363252871764e-06,7.162384415063097,273.4375,265.9089499781543,0.001912398924405333,319,1.1134285674084491e-05,9.313268506997698,242.1875,230.91209684419374,0.001608642671358992,127,5.565848508161578e-06,8.089632354535516,250.0,242.11632670543656
2,3,middle_flexion,6,0.007688754420749992,2225,0.000147143925579603,33.28993895003632,226.5625,219.09372341440186,0.0013421787823608997,34,3.2392856964591484e-06,7.197237590677648,273.4375,266.4646133536944,0.0017288439060319859,272,1.0236339829780139e-05,8.41613498279972,226.5625,227.52815451593395,0.001456260252152715,85,4.560582339465309e-06,7.344661436065845,242.1875,241.92915431943266
2,4,ring_flexion,1,0.01081994635597445,3182,0.00024746853770720253,47.156368108311995,218.75,222.65129651376537,0.001318923974508111,42,3.0871111598811705e-06,7.1798291314982725,281.25,275.05082065451717,0.0022565205062189363,476,2.119538491057602e-05,11.165619894900168,250.0,240.63638169983287,0.0011892443149393178,17,2.684800113655921e-06,6.208405091915179,273.4375,262.9994476397001
